id,lang,type,code_raw,code_masked,masked
6840,java,expression_statement,"public NameXPtg getNameXPtg(String name, int sheetRefIndex, UDFFinder udf) {LinkTable lnk = getOrCreateLinkTable();NameXPtg xptg = lnk.getNameXPtg(name, sheetRefIndex);if(xptg == null && udf.findFunction(name) != null) {xptg = lnk.addNameXPtg(name);}return xptg;}","public NameXPtg getNameXPtg(String name, int sheetRefIndex, UDFFinder udf) {LinkTable lnk = getOrCreateLinkTable();NameXPtg xptg = lnk.getNameXPtg(name, sheetRefIndex);if(xptg == null && udf.findFunction(name) != null) {<MASKED>}return xptg;}",xptg = lnk.addNameXPtg(name);
6841,c#,expression_statement,"public NameXPtg GetNameXPtg(String name, int sheetRefIndex, UDFFinder udf){LinkTable lnk = OrCreateLinkTable;NameXPtg xptg = lnk.GetNameXPtg(name, sheetRefIndex);if (xptg == null && udf.FindFunction(name) != null){xptg = lnk.AddNameXPtg(name);}return xptg;}","public NameXPtg GetNameXPtg(String name, int sheetRefIndex, UDFFinder udf){LinkTable lnk = OrCreateLinkTable;NameXPtg xptg = lnk.GetNameXPtg(name, sheetRefIndex);if (xptg == null && udf.FindFunction(name) != null){<MASKED>}return xptg;}",xptg = lnk.AddNameXPtg(name);
6842,java,expression_statement,public AllocateTransitVirtualInterfaceResult allocateTransitVirtualInterface(AllocateTransitVirtualInterfaceRequest request) {request = beforeClientExecution(request);return executeAllocateTransitVirtualInterface(request);},public AllocateTransitVirtualInterfaceResult allocateTransitVirtualInterface(AllocateTransitVirtualInterfaceRequest request) {<MASKED>return executeAllocateTransitVirtualInterface(request);},request = beforeClientExecution(request);
6843,c#,expression_statement,"public virtual AllocateTransitVirtualInterfaceResponse AllocateTransitVirtualInterface(AllocateTransitVirtualInterfaceRequest request){var options = new InvokeOptions();options.RequestMarshaller = AllocateTransitVirtualInterfaceRequestMarshaller.Instance;options.ResponseUnmarshaller = AllocateTransitVirtualInterfaceResponseUnmarshaller.Instance;return Invoke<AllocateTransitVirtualInterfaceResponse>(request, options);}","public virtual AllocateTransitVirtualInterfaceResponse AllocateTransitVirtualInterface(AllocateTransitVirtualInterfaceRequest request){var options = new InvokeOptions();<MASKED>options.ResponseUnmarshaller = AllocateTransitVirtualInterfaceResponseUnmarshaller.Instance;return Invoke<AllocateTransitVirtualInterfaceResponse>(request, options);}",options.RequestMarshaller = AllocateTransitVirtualInterfaceRequestMarshaller.Instance;
6844,java,expression_statement,public PushbackInputStream(InputStream in) {super(in);buf = (in == null) ? null : new byte[1];pos = 1;},public PushbackInputStream(InputStream in) {super<MASKED>buf = (in == null) ? null : new byte[1];pos = 1;},(in);
6845,c#,expression_statement,public PushbackInputStream(java.io.InputStream @in) : base(@in){buf = (@in == null) ? null : new byte[1];pos = 1;},public PushbackInputStream(java.io.InputStream @in) : base(@in){buf = (@in == null) ? null : new byte[1];<MASKED>},pos = 1;
6846,java,expression_statement,"public void notifyUpdateCell(EvaluationCell cell) {int sheetIndex = getSheetIndex(cell.getSheet());_cache.notifyUpdateCell(_workbookIx, sheetIndex, cell);}",public void notifyUpdateCell(EvaluationCell cell) {int sheetIndex = getSheetIndex(cell.getSheet());<MASKED>},"_cache.notifyUpdateCell(_workbookIx, sheetIndex, cell);"
6847,c#,expression_statement,"public void NotifyUpdateCell(IEvaluationCell cell){int sheetIndex = GetSheetIndex(cell.Sheet);_cache.NotifyUpdateCell(_workbookIx, sheetIndex, cell);}",public void NotifyUpdateCell(IEvaluationCell cell){int sheetIndex = GetSheetIndex(cell.Sheet);<MASKED>},"_cache.NotifyUpdateCell(_workbookIx, sheetIndex, cell);"
6848,java,expression_statement,public BatchRefUpdate setAllowNonFastForwards(boolean allow) {allowNonFastForwards = allow;return this;},public BatchRefUpdate setAllowNonFastForwards(boolean allow) {<MASKED>return this;},allowNonFastForwards = allow;
6849,c#,expression_statement,public virtual NGit.BatchRefUpdate SetAllowNonFastForwards(bool allow){allowNonFastForwards = allow;return this;},public virtual NGit.BatchRefUpdate SetAllowNonFastForwards(bool allow){<MASKED>return this;},allowNonFastForwards = allow;
6850,java,expression_statement,public UpdateRouteResult updateRoute(UpdateRouteRequest request) {request = beforeClientExecution(request);return executeUpdateRoute(request);},public UpdateRouteResult updateRoute(UpdateRouteRequest request) {<MASKED>return executeUpdateRoute(request);},request = beforeClientExecution(request);
6851,c#,expression_statement,"public virtual UpdateRouteResponse UpdateRoute(UpdateRouteRequest request){var options = new InvokeOptions();options.RequestMarshaller = UpdateRouteRequestMarshaller.Instance;options.ResponseUnmarshaller = UpdateRouteResponseUnmarshaller.Instance;return Invoke<UpdateRouteResponse>(request, options);}","public virtual UpdateRouteResponse UpdateRoute(UpdateRouteRequest request){var options = new InvokeOptions();options.RequestMarshaller = UpdateRouteRequestMarshaller.Instance;<MASKED>return Invoke<UpdateRouteResponse>(request, options);}",options.ResponseUnmarshaller = UpdateRouteResponseUnmarshaller.Instance;
6852,java,expression_statement,public DoubleConstValueSource(double constant) {this.constant = constant;this.fv = (float)constant;this.lv = (long)constant;},public DoubleConstValueSource(double constant) {<MASKED>this.fv = (float)constant;this.lv = (long)constant;},this.constant = constant;
6853,c#,expression_statement,public DoubleConstValueSource(double constant){this.constant = constant;this.fv = (float)constant;this.lv = (long)constant;},public DoubleConstValueSource(double constant){<MASKED>this.fv = (float)constant;this.lv = (long)constant;},this.constant = constant;
6854,java,expression_statement,public void yypushback(int number)  {if ( number > yylength() )zzScanError(ZZ_PUSHBACK_2BIG);zzMarkedPos -= number;},public void yypushback(int number)  {if ( number > yylength() )<MASKED>zzMarkedPos -= number;},zzScanError(ZZ_PUSHBACK_2BIG);
6855,c#,expression_statement,public void YyPushBack(int number){if (number > YyLength){ZzScanError(ZZ_PUSHBACK_2BIG);}zzMarkedPos -= number;},public void YyPushBack(int number){if (number > YyLength){<MASKED>}zzMarkedPos -= number;},ZzScanError(ZZ_PUSHBACK_2BIG);
6856,java,expression_statement,"final public SrndQuery WQuery() throws ParseException {SrndQuery q;ArrayList<SrndQuery> queries;Token wt;q = PrimaryQuery();label_6:while (true) {switch ((jj_ntk==-1)?jj_ntk():jj_ntk) {case W:;break;default:jj_la1[4] = jj_gen;break label_6;}wt = jj_consume_token(W);queries = new ArrayList<SrndQuery>();queries.add(q); q = PrimaryQuery();queries.add(q);q = getDistanceQuery(queries, true , wt, true );}{if (true) return q;}throw new Error(""Missing return statement in function"");}","final public SrndQuery WQuery() throws ParseException {SrndQuery q;ArrayList<SrndQuery> queries;Token wt;q = PrimaryQuery();label_6:while (true) {switch ((jj_ntk==-1)?jj_ntk():jj_ntk) {case W:;break;default:jj_la1[4] = jj_gen;break label_6;}wt = jj_consume_token(W);queries = new ArrayList<SrndQuery>();<MASKED> q = PrimaryQuery();queries.add(q);q = getDistanceQuery(queries, true , wt, true );}{if (true) return q;}throw new Error(""Missing return statement in function"");}",queries.add(q);
6857,c#,expression_statement,"public SrndQuery WQuery(){SrndQuery q;IList<SrndQuery> queries;Token wt;q = PrimaryQuery();while (true){switch ((jj_ntk == -1) ? Jj_ntk() : jj_ntk){case RegexpToken.W:;break;default:jj_la1[4] = jj_gen;goto label_6;}wt = Jj_consume_token(RegexpToken.W);queries = new List<SrndQuery>();queries.Add(q); q = PrimaryQuery();queries.Add(q);q = GetDistanceQuery(queries, true , wt, true );}label_6:{ if (true) return q; }throw new Exception(""Missing return statement in function"");}","public SrndQuery WQuery(){SrndQuery q;IList<SrndQuery> queries;Token wt;q = PrimaryQuery();while (true){switch ((jj_ntk == -1) ? Jj_ntk() : jj_ntk){case RegexpToken.W:;break;default:jj_la1[4] = jj_gen;goto label_6;}wt = Jj_consume_token(RegexpToken.W);queries = new List<SrndQuery>();<MASKED> q = PrimaryQuery();queries.Add(q);q = GetDistanceQuery(queries, true , wt, true );}label_6:{ if (true) return q; }throw new Exception(""Missing return statement in function"");}",queries.Add(q);
6858,java,expression_statement,public ListHITsResult listHITs(ListHITsRequest request) {request = beforeClientExecution(request);return executeListHITs(request);},public ListHITsResult listHITs(ListHITsRequest request) {<MASKED>return executeListHITs(request);},request = beforeClientExecution(request);
6859,c#,expression_statement,"public virtual ListHITsResponse ListHITs(ListHITsRequest request){var options = new InvokeOptions();options.RequestMarshaller = ListHITsRequestMarshaller.Instance;options.ResponseUnmarshaller = ListHITsResponseUnmarshaller.Instance;return Invoke<ListHITsResponse>(request, options);}","public virtual ListHITsResponse ListHITs(ListHITsRequest request){var options = new InvokeOptions();options.RequestMarshaller = ListHITsRequestMarshaller.Instance;<MASKED>return Invoke<ListHITsResponse>(request, options);}",options.ResponseUnmarshaller = ListHITsResponseUnmarshaller.Instance;
6860,java,expression_statement,public AttachDiskResult attachDisk(AttachDiskRequest request) {request = beforeClientExecution(request);return executeAttachDisk(request);},public AttachDiskResult attachDisk(AttachDiskRequest request) {<MASKED>return executeAttachDisk(request);},request = beforeClientExecution(request);
6861,c#,expression_statement,"public virtual AttachDiskResponse AttachDisk(AttachDiskRequest request){var options = new InvokeOptions();options.RequestMarshaller = AttachDiskRequestMarshaller.Instance;options.ResponseUnmarshaller = AttachDiskResponseUnmarshaller.Instance;return Invoke<AttachDiskResponse>(request, options);}","public virtual AttachDiskResponse AttachDisk(AttachDiskRequest request){var options = new InvokeOptions();options.RequestMarshaller = AttachDiskRequestMarshaller.Instance;<MASKED>return Invoke<AttachDiskResponse>(request, options);}",options.ResponseUnmarshaller = AttachDiskResponseUnmarshaller.Instance;
6862,java,expression_statement,public DescribePoliciesResult describePolicies(DescribePoliciesRequest request) {request = beforeClientExecution(request);return executeDescribePolicies(request);},public DescribePoliciesResult describePolicies(DescribePoliciesRequest request) {<MASKED>return executeDescribePolicies(request);},request = beforeClientExecution(request);
6863,c#,expression_statement,"public virtual DescribePoliciesResponse DescribePolicies(DescribePoliciesRequest request){var options = new InvokeOptions();options.RequestMarshaller = DescribePoliciesRequestMarshaller.Instance;options.ResponseUnmarshaller = DescribePoliciesResponseUnmarshaller.Instance;return Invoke<DescribePoliciesResponse>(request, options);}","public virtual DescribePoliciesResponse DescribePolicies(DescribePoliciesRequest request){var options = new InvokeOptions();<MASKED>options.ResponseUnmarshaller = DescribePoliciesResponseUnmarshaller.Instance;return Invoke<DescribePoliciesResponse>(request, options);}",options.RequestMarshaller = DescribePoliciesRequestMarshaller.Instance;
6864,java,expression_statement,"public HSSFCombobox(HSSFShape parent, HSSFAnchor anchor) {super(parent, anchor);super.setShapeType(OBJECT_TYPE_COMBO_BOX);CommonObjectDataSubRecord cod = (CommonObjectDataSubRecord) getObjRecord().getSubRecords().get(0);cod.setObjectType(CommonObjectDataSubRecord.OBJECT_TYPE_COMBO_BOX);}","public HSSFCombobox(HSSFShape parent, HSSFAnchor anchor) {super(parent, anchor);super.setShapeType(OBJECT_TYPE_COMBO_BOX);CommonObjectDataSubRecord cod = (CommonObjectDataSubRecord) getObjRecord().getSubRecords().get(0);<MASKED>}",cod.setObjectType(CommonObjectDataSubRecord.OBJECT_TYPE_COMBO_BOX);
6865,c#,expression_statement,"public HSSFCombobox(HSSFShape parent, HSSFAnchor anchor): base(parent, anchor){base.ShapeType = (OBJECT_TYPE_COMBO_BOX);CommonObjectDataSubRecord cod = (CommonObjectDataSubRecord)GetObjRecord().SubRecords[0];cod.ObjectType = CommonObjectType.ComboBox;}","public HSSFCombobox(HSSFShape parent, HSSFAnchor anchor): base(parent, anchor){<MASKED>CommonObjectDataSubRecord cod = (CommonObjectDataSubRecord)GetObjRecord().SubRecords[0];cod.ObjectType = CommonObjectType.ComboBox;}",base.ShapeType = (OBJECT_TYPE_COMBO_BOX);
6866,java,expression_statement,public void setCalcMode(short calcmode){field_1_calcmode = calcmode;},public void setCalcMode(short calcmode){<MASKED>},field_1_calcmode = calcmode;
6867,c#,expression_statement,public void SetCalcMode(short calcmode){field_1_calcmode = calcmode;},public void SetCalcMode(short calcmode){<MASKED>},field_1_calcmode = calcmode;
6868,java,expression_statement,"public void resize(double scale) {resize(scale,scale);}",public void resize(double scale) {<MASKED>},"resize(scale,scale);"
6869,c#,expression_statement,"public void Resize(double scale){Resize(scale, scale);}",public void Resize(double scale){<MASKED>},"Resize(scale, scale);"
6870,java,expression_statement,public AssociateAddressResult associateAddress(AssociateAddressRequest request) {request = beforeClientExecution(request);return executeAssociateAddress(request);},public AssociateAddressResult associateAddress(AssociateAddressRequest request) {<MASKED>return executeAssociateAddress(request);},request = beforeClientExecution(request);
6871,c#,expression_statement,"public virtual AssociateAddressResponse AssociateAddress(AssociateAddressRequest request){var options = new InvokeOptions();options.RequestMarshaller = AssociateAddressRequestMarshaller.Instance;options.ResponseUnmarshaller = AssociateAddressResponseUnmarshaller.Instance;return Invoke<AssociateAddressResponse>(request, options);}","public virtual AssociateAddressResponse AssociateAddress(AssociateAddressRequest request){var options = new InvokeOptions();options.RequestMarshaller = AssociateAddressRequestMarshaller.Instance;<MASKED>return Invoke<AssociateAddressResponse>(request, options);}",options.ResponseUnmarshaller = AssociateAddressResponseUnmarshaller.Instance;
6872,java,expression_statement,public ConfirmConnectionResult confirmConnection(ConfirmConnectionRequest request) {request = beforeClientExecution(request);return executeConfirmConnection(request);},public ConfirmConnectionResult confirmConnection(ConfirmConnectionRequest request) {<MASKED>return executeConfirmConnection(request);},request = beforeClientExecution(request);
6873,c#,expression_statement,"public virtual ConfirmConnectionResponse ConfirmConnection(ConfirmConnectionRequest request){var options = new InvokeOptions();options.RequestMarshaller = ConfirmConnectionRequestMarshaller.Instance;options.ResponseUnmarshaller = ConfirmConnectionResponseUnmarshaller.Instance;return Invoke<ConfirmConnectionResponse>(request, options);}","public virtual ConfirmConnectionResponse ConfirmConnection(ConfirmConnectionRequest request){var options = new InvokeOptions();<MASKED>options.ResponseUnmarshaller = ConfirmConnectionResponseUnmarshaller.Instance;return Invoke<ConfirmConnectionResponse>(request, options);}",options.RequestMarshaller = ConfirmConnectionRequestMarshaller.Instance;
6874,java,expression_statement,"public UseSelFSRecord(boolean b) {this(0);_options = useNaturalLanguageFormulasFlag.setBoolean(_options, b);}",public UseSelFSRecord(boolean b) {this(0);<MASKED>},"_options = useNaturalLanguageFormulasFlag.setBoolean(_options, b);"
6875,c#,expression_statement,"public UseSelFSRecord(bool b): this(0){_options = useNaturalLanguageFormulasFlag.SetBoolean(_options, b);}",public UseSelFSRecord(bool b): this(0){<MASKED>},"_options = useNaturalLanguageFormulasFlag.SetBoolean(_options, b);"
6876,java,expression_statement,"public void start(String originalText, TokenStream stream) {offsetAtt = stream.addAttribute(OffsetAttribute.class);currentNumFrags = 1;}","public void start(String originalText, TokenStream stream) {offsetAtt = stream.addAttribute(OffsetAttribute.class);<MASKED>}",currentNumFrags = 1;
6877,c#,expression_statement,"public virtual void Start(string originalText, TokenStream stream){offsetAtt = stream.AddAttribute<IOffsetAttribute>();currentNumFrags = 1;}","public virtual void Start(string originalText, TokenStream stream){offsetAtt = stream.AddAttribute<IOffsetAttribute>();<MASKED>}",currentNumFrags = 1;
6878,java,expression_statement,public StopImageBuilderResult stopImageBuilder(StopImageBuilderRequest request) {request = beforeClientExecution(request);return executeStopImageBuilder(request);},public StopImageBuilderResult stopImageBuilder(StopImageBuilderRequest request) {<MASKED>return executeStopImageBuilder(request);},request = beforeClientExecution(request);
6879,c#,expression_statement,"public virtual StopImageBuilderResponse StopImageBuilder(StopImageBuilderRequest request){var options = new InvokeOptions();options.RequestMarshaller = StopImageBuilderRequestMarshaller.Instance;options.ResponseUnmarshaller = StopImageBuilderResponseUnmarshaller.Instance;return Invoke<StopImageBuilderResponse>(request, options);}","public virtual StopImageBuilderResponse StopImageBuilder(StopImageBuilderRequest request){var options = new InvokeOptions();<MASKED>options.ResponseUnmarshaller = StopImageBuilderResponseUnmarshaller.Instance;return Invoke<StopImageBuilderResponse>(request, options);}",options.RequestMarshaller = StopImageBuilderRequestMarshaller.Instance;
6880,java,expression_statement,"public static long pop_xor(long[] arr1, long[] arr2, int wordOffset, int numWords) {long popCount = 0;for (int i = wordOffset, end = wordOffset + numWords; i < end; ++i) {popCount += Long.bitCount(arr1[i] ^ arr2[i]);}return popCount;}","public static long pop_xor(long[] arr1, long[] arr2, int wordOffset, int numWords) {long popCount = 0;for (int i = wordOffset, end = wordOffset + numWords; i < end; ++i) {<MASKED>}return popCount;}",popCount += Long.bitCount(arr1[i] ^ arr2[i]);
6881,c#,expression_statement,"public static long Pop_Xor(long[] arr1, long[] arr2, int wordOffset, int numWords){long popCount = 0;for (int i = wordOffset, end = wordOffset + numWords; i < end; ++i){popCount += (arr1[i] ^ arr2[i]).PopCount();}return popCount;}","public static long Pop_Xor(long[] arr1, long[] arr2, int wordOffset, int numWords){long popCount = 0;for (int i = wordOffset, end = wordOffset + numWords; i < end; ++i){<MASKED>}return popCount;}",popCount += (arr1[i] ^ arr2[i]).PopCount();
6882,java,expression_statement,public GetDocumentResult getDocument(GetDocumentRequest request) {request = beforeClientExecution(request);return executeGetDocument(request);},public GetDocumentResult getDocument(GetDocumentRequest request) {<MASKED>return executeGetDocument(request);},request = beforeClientExecution(request);
6883,c#,expression_statement,"public virtual GetDocumentResponse GetDocument(GetDocumentRequest request){var options = new InvokeOptions();options.RequestMarshaller = GetDocumentRequestMarshaller.Instance;options.ResponseUnmarshaller = GetDocumentResponseUnmarshaller.Instance;return Invoke<GetDocumentResponse>(request, options);}","public virtual GetDocumentResponse GetDocument(GetDocumentRequest request){var options = new InvokeOptions();options.RequestMarshaller = GetDocumentRequestMarshaller.Instance;<MASKED>return Invoke<GetDocumentResponse>(request, options);}",options.ResponseUnmarshaller = GetDocumentResponseUnmarshaller.Instance;
6884,java,expression_statement,"public AutocompletePagedResponse(SimpleResponse<AutocompleteResult> autocompleteResponse) {super(autocompleteResponse.getRequest(),autocompleteResponse.getStatusCode(),autocompleteResponse.getHeaders(),autocompleteResponse.getValue().getResults(),null,null);}",public AutocompletePagedResponse(SimpleResponse<AutocompleteResult> autocompleteResponse) {super<MASKED>},"(autocompleteResponse.getRequest(),autocompleteResponse.getStatusCode(),autocompleteResponse.getHeaders(),autocompleteResponse.getValue().getResults(),null,null);"
6885,java,expression_statement,public PutPermissionResult putPermission(PutPermissionRequest request) {request = beforeClientExecution(request);return executePutPermission(request);},public PutPermissionResult putPermission(PutPermissionRequest request) {<MASKED>return executePutPermission(request);},request = beforeClientExecution(request);
6886,c#,expression_statement,"public virtual PutPermissionResponse PutPermission(PutPermissionRequest request){var options = new InvokeOptions();options.RequestMarshaller = PutPermissionRequestMarshaller.Instance;options.ResponseUnmarshaller = PutPermissionResponseUnmarshaller.Instance;return Invoke<PutPermissionResponse>(request, options);}","public virtual PutPermissionResponse PutPermission(PutPermissionRequest request){var options = new InvokeOptions();options.RequestMarshaller = PutPermissionRequestMarshaller.Instance;<MASKED>return Invoke<PutPermissionResponse>(request, options);}",options.ResponseUnmarshaller = PutPermissionResponseUnmarshaller.Instance;
6887,java,expression_statement,public void serialize(LittleEndianOutput out) {out.writeInt(0);out.writeInt(getFirstRow());out.writeInt(getLastRowAdd1());out.writeInt(field_4_zero);for (int k = 0; k < getNumDbcells(); k++) {out.writeInt(getDbcellAt(k));}},public void serialize(LittleEndianOutput out) {out.writeInt(0);out.writeInt(getFirstRow());out.writeInt(getLastRowAdd1());out.writeInt(field_4_zero);for (int k = 0; k < getNumDbcells(); k++) {<MASKED>}},out.writeInt(getDbcellAt(k));
6888,c#,expression_statement,public override void Serialize(ILittleEndianOutput out1){out1.WriteInt(0);out1.WriteInt(FirstRow);out1.WriteInt(LastRowAdd1);out1.WriteInt(field_4_zero);for (int k = 0; k < NumDbcells; k++){out1.WriteInt(GetDbcellAt(k));}},public override void Serialize(ILittleEndianOutput out1){out1.WriteInt(0);out1.WriteInt(FirstRow);<MASKED>out1.WriteInt(field_4_zero);for (int k = 0; k < NumDbcells; k++){out1.WriteInt(GetDbcellAt(k));}},out1.WriteInt(LastRowAdd1);
6889,c#,expression_statement,"public HSSFFormulaEvaluator(IWorkbook workbook): this(workbook, null){this.workbook = workbook;}","public HSSFFormulaEvaluator(IWorkbook workbook): this(workbook, null){<MASKED>}",this.workbook = workbook;
6890,java,expression_statement,public int hash2(char carray[]) {int hash = 5381;for (int i = 0; i < carray.length; i++) {char d = carray[i];hash = ((hash << 5) + hash) + d & 0x00FF;hash = ((hash << 5) + hash) + d >> 8;}return hash;},public int hash2(char carray[]) {int hash = 5381;for (int i = 0; i < carray.length; i++) {char d = carray[i];<MASKED>hash = ((hash << 5) + hash) + d >> 8;}return hash;},hash = ((hash << 5) + hash) + d & 0x00FF;
6891,c#,expression_statement,public virtual int Hash2(char c){int hash = 5381;hash = ((hash << 5) + hash) + c & 0x00FF;hash = ((hash << 5) + hash) + c >> 8;return hash;},public virtual int Hash2(char c){int hash = 5381;<MASKED>hash = ((hash << 5) + hash) + c >> 8;return hash;},hash = ((hash << 5) + hash) + c & 0x00FF;
6892,java,expression_statement,"public void fillRoundRect(int x, int y, int width, int height,int arcWidth, int arcHeight){if (logger.check( POILogger.WARN ))logger.log(POILogger.WARN,""fillRoundRect not supported"");}","public void fillRoundRect(int x, int y, int width, int height,int arcWidth, int arcHeight){if (logger.check( POILogger.WARN ))<MASKED>}","logger.log(POILogger.WARN,""fillRoundRect not supported"");"
6893,c#,string_literal,"public void FillRoundRect(int x, int y, int width, int height,int arcWidth, int arcHeight){if (Logger.Check(POILogger.WARN))Logger.Log(POILogger.WARN, ""FillRoundRect not supported"");}","public void FillRoundRect(int x, int y, int width, int height,int arcWidth, int arcHeight){if (Logger.Check(POILogger.WARN))Logger.Log(POILogger.WARN, <MASKED>);}","""FillRoundRect not supported"""
6894,java,expression_statement,public DescribeInsightRulesResult describeInsightRules(DescribeInsightRulesRequest request) {request = beforeClientExecution(request);return executeDescribeInsightRules(request);},public DescribeInsightRulesResult describeInsightRules(DescribeInsightRulesRequest request) {<MASKED>return executeDescribeInsightRules(request);},request = beforeClientExecution(request);
6895,c#,expression_statement,"public virtual DescribeInsightRulesResponse DescribeInsightRules(DescribeInsightRulesRequest request){var options = new InvokeOptions();options.RequestMarshaller = DescribeInsightRulesRequestMarshaller.Instance;options.ResponseUnmarshaller = DescribeInsightRulesResponseUnmarshaller.Instance;return Invoke<DescribeInsightRulesResponse>(request, options);}","public virtual DescribeInsightRulesResponse DescribeInsightRules(DescribeInsightRulesRequest request){var options = new InvokeOptions();options.RequestMarshaller = DescribeInsightRulesRequestMarshaller.Instance;<MASKED>return Invoke<DescribeInsightRulesResponse>(request, options);}",options.ResponseUnmarshaller = DescribeInsightRulesResponseUnmarshaller.Instance;
6896,java,expression_statement,public ListMFADevicesRequest(String userName) {setUserName(userName);},public ListMFADevicesRequest(String userName) {<MASKED>},setUserName(userName);
6897,c#,expression_statement,public ListMFADevicesRequest(string userName){_userName = userName;},public ListMFADevicesRequest(string userName){<MASKED>},_userName = userName;
6898,java,expression_statement,"public void removeRow(RowRecord row) {int rowIndex = row.getRowNumber();_valuesAgg.removeAllCellsValuesForRow(rowIndex);Integer key = Integer.valueOf(rowIndex);RowRecord rr = _rowRecords.remove(key);if (rr == null) {throw new RuntimeException(""Invalid row index ("" + key.intValue() + "")"");}if (row != rr) {_rowRecords.put(key, rr);throw new RuntimeException(""Attempt to remove row that does not belong to this sheet"");}_rowRecordValues = null;}","public void removeRow(RowRecord row) {int rowIndex = row.getRowNumber();<MASKED>Integer key = Integer.valueOf(rowIndex);RowRecord rr = _rowRecords.remove(key);if (rr == null) {throw new RuntimeException(""Invalid row index ("" + key.intValue() + "")"");}if (row != rr) {_rowRecords.put(key, rr);throw new RuntimeException(""Attempt to remove row that does not belong to this sheet"");}_rowRecordValues = null;}",_valuesAgg.removeAllCellsValuesForRow(rowIndex);
6899,c#,string_literal,"public void RemoveRow(RowRecord row){int rowIndex = row.RowNumber;_valuesAgg.RemoveAllCellsValuesForRow(rowIndex);int key = rowIndex;RowRecord rr = (RowRecord)_rowRecords[key];_rowRecords.Remove(key);if (rr == null){throw new Exception(""Invalid row index ("" + key + "")"");}if (row != rr){_rowRecords[key] = rr;throw new Exception(""Attempt to remove row that does not belong to this sheet"");}_rowRecordValues = null;}","public void RemoveRow(RowRecord row){int rowIndex = row.RowNumber;_valuesAgg.RemoveAllCellsValuesForRow(rowIndex);int key = rowIndex;RowRecord rr = (RowRecord)_rowRecords[key];_rowRecords.Remove(key);if (rr == null){throw new Exception(<MASKED> + key + "")"");}if (row != rr){_rowRecords[key] = rr;throw new Exception(""Attempt to remove row that does not belong to this sheet"");}_rowRecordValues = null;}","""Invalid row index ("""
6900,java,expression_statement,public DeleteRepositoryPolicyResult deleteRepositoryPolicy(DeleteRepositoryPolicyRequest request) {request = beforeClientExecution(request);return executeDeleteRepositoryPolicy(request);},public DeleteRepositoryPolicyResult deleteRepositoryPolicy(DeleteRepositoryPolicyRequest request) {<MASKED>return executeDeleteRepositoryPolicy(request);},request = beforeClientExecution(request);
6901,c#,expression_statement,"public virtual DeleteRepositoryPolicyResponse DeleteRepositoryPolicy(DeleteRepositoryPolicyRequest request){var options = new InvokeOptions();options.RequestMarshaller = DeleteRepositoryPolicyRequestMarshaller.Instance;options.ResponseUnmarshaller = DeleteRepositoryPolicyResponseUnmarshaller.Instance;return Invoke<DeleteRepositoryPolicyResponse>(request, options);}","public virtual DeleteRepositoryPolicyResponse DeleteRepositoryPolicy(DeleteRepositoryPolicyRequest request){var options = new InvokeOptions();options.RequestMarshaller = DeleteRepositoryPolicyRequestMarshaller.Instance;<MASKED>return Invoke<DeleteRepositoryPolicyResponse>(request, options);}",options.ResponseUnmarshaller = DeleteRepositoryPolicyResponseUnmarshaller.Instance;
6902,java,expression_statement,public BackupRecord(RecordInputStream in) {field_1_backup = in.readShort();},public BackupRecord(RecordInputStream in) {<MASKED>},field_1_backup = in.readShort();
6903,c#,expression_statement,public BackupRecord(RecordInputStream in1){field_1_backup = in1.ReadShort();},public BackupRecord(RecordInputStream in1){<MASKED>},field_1_backup = in1.ReadShort();
6904,java,expression_statement,public DiffCommand setNewTree(AbstractTreeIterator newTree) {this.newTree = newTree;return this;},public DiffCommand setNewTree(AbstractTreeIterator newTree) {<MASKED>return this;},this.newTree = newTree;
6905,c#,expression_statement,public virtual NGit.Api.DiffCommand SetNewTree(AbstractTreeIterator newTree){this.newTree = newTree;return this;},public virtual NGit.Api.DiffCommand SetNewTree(AbstractTreeIterator newTree){<MASKED>return this;},this.newTree = newTree;
6906,java,expression_statement,"public void decode(long[] blocks, int blocksOffset, long[] values, int valuesOffset, int iterations) {for (int i = 0; i < iterations; ++i) {final long block = blocks[blocksOffset++];for (int shift = 63; shift >= 0; shift -= 1) {values[valuesOffset++] = (block >>> shift) & 1;}}}","public void decode(long[] blocks, int blocksOffset, long[] values, int valuesOffset, int iterations) {for (int i = 0; i < iterations; ++i) {final long block = blocks[blocksOffset++];for (int shift = 63; shift >= 0; shift -= 1) {<MASKED>}}}",values[valuesOffset++] = (block >>> shift) & 1;
6907,c#,expression_statement,"public override void Decode(long[] blocks, int blocksOffset, long[] values, int valuesOffset, int iterations){for (int i = 0; i < iterations; ++i){long block = blocks[blocksOffset++];for (int shift = 63; shift >= 0; shift -= 1){values[valuesOffset++] = ((long)((ulong)block >> shift)) & 1;}}}","public override void Decode(long[] blocks, int blocksOffset, long[] values, int valuesOffset, int iterations){for (int i = 0; i < iterations; ++i){long block = blocks[blocksOffset++];for (int shift = 63; shift >= 0; shift -= 1){<MASKED>}}}",values[valuesOffset++] = ((long)((ulong)block >> shift)) & 1;
6908,java,expression_statement,public void execute(Lexer lexer) {action.execute(lexer);},public void execute(Lexer lexer) {<MASKED>},action.execute(lexer);
